task_id,country,evaluator_id,hire_date,task_date,task_type,accuracy,duration_sec,payment_usd
21269,ZA,1145,2024-10-25,2025-02-03,Image Labelling,0.965,635,2.94
21270,IT,1087,2024-12-30,2025-04-02,Image Labelling,0.986,62,0.24
21271,DE,1035,2024-11-25,2025-02-02,Image Labelling,0.9,388,2.03
21272,US,1189,2025-02-02,2025-03-16,Receipt Transcription,0.959,140,0.47
21273,IN,1156,2025-01-30,2025-02-27,Business Search,0.939,379,2.05
21274,IT,1150,2025-01-27,2025-03-03,Image Labelling,0.919,230,0.91
21275,IN,1002,2024-09-02,2025-02-17,Image Labelling,0.912,43,0.24
21276,US,1029,2024-12-09,2025-03-30,Business Search,0.922,538,1.88
21277,IT,1044,2024-12-22,2025-03-19,Image Labelling,0.923,226,1.22
21278,IT,1176,2025-04-18,2025-04-22,Image Labelling,0.984,59,0.25
21279,UK,1112,2024-09-10,2025-02-27,Image Labelling,0.921,245,0.93
21280,UK,1121,2024-10-20,2025-03-03,Receipt Transcription,0.927,252,1.1
21281,UK,1018,2025-01-08,2025-02-10,Receipt Transcription,0.93,31,0.13
21282,IN,1191,2025-01-08,2025-03-23,Image Labelling,0.946,402,1.18
21283,IN,1132,2024-10-14,2025-02-04,Image Labelling,0.924,43,0.15
21284,NG,1055,2025-03-24,2025-04-24,Image Labelling,0.971,377,1.39
21285,UK,1161,2025-01-21,2025-04-18,Image Labelling,0.927,222,0.91
21286,BR,1072,2024-11-23,2025-03-30,Business Search,1.0,456,2.44
21287,IN,1102,2025-01-29,2025-02-24,Image Labelling,0.979,341,0.99
21288,DE,1175,2025-01-15,2025-02-28,Receipt Transcription,0.948,86,0.25
21289,US,1025,2024-11-07,2025-02-03,Image Labelling,0.935,242,0.94
21290,UK,1132,2024-10-16,2025-02-18,Image Labelling,0.944,666,3.18
21291,ZA,1087,2024-11-18,2025-02-27,Image Labelling,0.995,35,0.17
21292,UK,1158,2025-01-29,2025-03-08,Image Labelling,0.947,325,0.99
21293,UK,1023,2024-10-12,2025-03-09,Image Labelling,0.968,163,0.66
21294,US,1084,2025-01-13,2025-04-16,Image Labelling,1.0,1799,5.77
21295,NG,1021,2025-02-16,2025-03-08,Receipt Transcription,0.956,167,0.78
21296,UK,1101,2025-03-14,2025-04-23,Image Labelling,0.964,257,1.28
21297,UK,1149,2024-08-13,2025-02-03,Business Search,0.98,144,0.4
21298,DE,1056,2024-10-12,2025-02-14,Image Labelling,0.935,885,3.86
21299,DE,1157,2025-01-02,2025-03-02,Image Labelling,0.991,304,0.92
21300,DE,1112,2025-03-04,2025-04-16,Receipt Transcription,0.934,188,0.78
21301,IT,1046,2024-11-15,2025-02-06,Receipt Transcription,0.939,1481,5.72
21302,NG,1194,2025-01-30,2025-02-27,Business Search,0.912,771,3.43
21303,NG,1166,2024-12-27,2025-02-06,Receipt Transcription,0.919,303,1.19
21304,IN,1088,2024-12-02,2025-04-06,Receipt Transcription,1.0,56,0.3
21305,US,1193,2024-09-21,2025-02-21,Business Search,0.977,196,0.82
21306,IN,1090,2025-02-24,2025-03-07,Image Labelling,0.906,137,0.73
21307,US,1156,2024-12-25,2025-04-10,Receipt Transcription,0.951,428,1.28
21308,US,1141,2024-10-28,2025-02-11,Image Labelling,0.929,160,0.81
21309,BR,1003,2025-02-13,2025-04-22,Image Labelling,0.945,55,0.22
21310,NG,1199,2024-10-13,2025-03-03,Image Labelling,1.0,107,0.55
21311,IT,1004,2024-11-28,2025-02-25,Image Labelling,0.945,549,2.97
21312,BR,1043,2025-01-19,2025-02-13,Image Labelling,0.959,953,3.25
21313,ZA,1090,2024-11-17,2025-03-10,Image Labelling,1.0,303,1.08
21314,IN,1023,2025-01-07,2025-04-25,Image Labelling,0.988,71,0.31
21315,IN,1027,2024-09-15,2025-03-12,Business Search,0.926,110,0.38
21316,IN,1151,2025-01-28,2025-03-08,Business Search,0.967,141,0.77
21317,UK,1127,2024-10-10,2025-01-27,Image Labelling,0.947,213,0.95
21318,US,1004,2024-11-10,2025-02-21,Receipt Transcription,0.953,406,1.8
21319,IN,1012,2024-12-20,2025-02-16,Image Labelling,0.986,83,0.41
21320,UK,1054,2024-09-15,2025-01-30,Image Labelling,0.965,217,1.14
21321,US,1029,2025-01-01,2025-03-08,Image Labelling,0.972,352,1.24
21322,UK,1101,2024-10-13,2025-02-08,Image Labelling,0.926,329,1.8
21323,DE,1082,2025-01-01,2025-03-13,Image Labelling,0.988,369,1.13
21324,ZA,1176,2024-10-17,2025-03-08,Receipt Transcription,0.937,42,0.22
21325,IN,1112,2024-08-21,2025-02-16,Image Labelling,0.948,168,0.8
21326,IT,1081,2024-12-06,2025-04-08,Receipt Transcription,0.951,320,1.3
21327,ZA,1089,2024-12-01,2025-04-20,Image Labelling,0.921,232,1.27
21328,BR,1014,2025-01-29,2025-02-08,Image Labelling,0.942,728,2.74
21329,IT,1029,2024-08-28,2025-02-04,Receipt Transcription,0.977,466,2.29
21330,BR,1027,2024-10-01,2025-02-27,Image Labelling,0.92,179,0.87
21331,DE,1131,2025-02-26,2025-03-22,Receipt Transcription,0.908,339,0.99
21332,UK,1067,2024-12-03,2025-03-24,Image Labelling,0.913,82,0.45
21333,UK,1100,2024-10-20,2025-03-24,Receipt Transcription,0.965,73,0.22
21334,IN,1142,2024-11-26,2025-03-19,Business Search,1.0,34,0.19
21335,IT,1033,2024-09-25,2025-03-02,Image Labelling,0.9,586,1.93
21336,IN,1098,2024-12-01,2025-04-07,Image Labelling,0.94,112,0.57
21337,IN,1170,2025-02-02,2025-04-22,Image Labelling,0.964,673,3.32
21338,US,1060,2024-09-30,2025-03-21,Image Labelling,0.941,56,0.26
21339,US,1190,2024-09-02,2025-02-15,Image Labelling,0.938,49,0.14
21340,IT,1001,2025-03-07,2025-03-18,Image Labelling,0.936,101,0.33
21341,US,1117,2025-03-07,2025-04-04,Receipt Transcription,0.961,499,1.41
21342,IN,1051,2024-12-28,2025-04-11,Image Labelling,0.952,189,1.01
21343,IT,1051,2024-12-11,2025-04-01,Image Labelling,0.978,1006,2.92
21344,IT,1014,2024-11-07,2025-04-17,Receipt Transcription,1.0,335,1.72
21345,UK,1167,2025-03-26,2025-04-22,Receipt Transcription,0.965,470,2.06
21346,IN,1027,2025-01-03,2025-03-12,Business Search,0.972,217,0.7
21347,NG,1095,2024-09-22,2025-03-16,Business Search,0.998,804,3.26
21348,ZA,1097,2024-09-25,2025-02-26,Business Search,0.908,32,0.13
21349,NG,1054,2024-10-15,2025-03-27,Image Labelling,0.95,595,2.25
21350,IT,1177,2025-03-16,2025-03-21,Receipt Transcription,0.923,131,0.47
21351,US,1021,2025-01-04,2025-02-12,Receipt Transcription,0.969,777,2.99
21352,IN,1156,2025-01-06,2025-03-30,Business Search,0.959,1117,4.46
21353,BR,1071,2024-11-03,2025-04-09,Image Labelling,0.988,349,1.09
21354,UK,1139,2024-11-24,2025-02-12,Receipt Transcription,0.944,163,0.73
21355,UK,1037,2025-01-13,2025-02-10,Receipt Transcription,0.929,42,0.14
21356,US,1119,2024-12-05,2025-03-25,Image Labelling,0.98,208,0.69
21357,IN,1001,2024-08-30,2025-02-06,Image Labelling,0.977,417,1.76
21358,DE,1139,2025-03-28,2025-04-09,Image Labelling,0.964,313,1.39
21359,US,1182,2024-12-26,2025-03-25,Receipt Transcription,0.928,1015,3.6
21360,BR,1125,2024-08-06,2025-01-29,Receipt Transcription,0.937,556,2.73
21361,IT,1139,2025-03-24,2025-04-06,Image Labelling,0.945,64,0.2
21362,UK,1108,2024-12-31,2025-03-13,Image Labelling,0.89,114,0.32
21363,UK,1008,2025-02-01,2025-03-12,Image Labelling,0.907,660,1.9
21364,UK,1031,2025-02-03,2025-02-24,Image Labelling,0.965,64,0.32
21365,DE,1072,2024-10-14,2025-02-21,Image Labelling,0.988,436,1.92
21366,UK,1135,2025-03-02,2025-03-13,Receipt Transcription,0.94,97,0.39
21367,IT,1115,2024-08-16,2025-01-27,Receipt Transcription,0.912,137,0.54
21368,IN,1155,2024-10-19,2025-04-08,Image Labelling,0.971,154,0.48
21369,IN,1183,2024-12-24,2025-04-07,Receipt Transcription,0.912,462,2.49
21370,UK,1081,2024-12-13,2025-04-03,Receipt Transcription,0.923,310,0.97
21371,IT,1106,2024-10-10,2025-03-22,Receipt Transcription,0.955,295,1.4
21372,NG,1035,2024-11-12,2025-02-22,Image Labelling,0.937,120,0.49
21373,US,1116,2025-02-18,2025-03-27,Image Labelling,0.938,68,0.36
21374,US,1164,2024-12-05,2025-02-07,Image Labelling,0.94,119,0.59
21375,IT,1031,2024-11-23,2025-02-19,Image Labelling,0.978,855,4.14
21376,IN,1166,2024-09-26,2025-01-31,Receipt Transcription,0.977,237,1.28
21377,UK,1048,2025-01-21,2025-04-14,Receipt Transcription,0.923,33,0.1
21378,IN,1145,2024-10-23,2025-04-11,Image Labelling,0.92,307,0.95
21379,IN,1022,2024-11-21,2025-03-08,Business Search,0.927,1330,6.31
21380,BR,1032,2024-11-30,2025-03-07,Receipt Transcription,0.968,858,2.88
21381,US,1111,2024-12-02,2025-04-20,Image Labelling,0.919,182,0.77
21382,IN,1178,2025-02-19,2025-03-28,Image Labelling,0.913,200,0.73
21383,US,1170,2024-12-30,2025-03-31,Receipt Transcription,0.94,1115,5.1
21384,IT,1003,2025-02-25,2025-02-28,Receipt Transcription,0.927,53,0.29
21385,IT,1079,2024-12-05,2025-02-22,Image Labelling,0.957,153,0.71
21386,DE,1194,2025-01-10,2025-02-06,Image Labelling,0.951,353,1.34
21387,NG,1199,2024-09-12,2025-02-02,Image Labelling,0.973,142,0.71
21388,US,1124,2025-02-10,2025-04-18,Image Labelling,1.0,48,0.25
21389,IT,1001,2025-01-24,2025-04-18,Image Labelling,0.979,58,0.31
21390,UK,1044,2025-02-11,2025-02-16,Image Labelling,0.946,318,1.46
21391,IN,1087,2025-01-24,2025-01-30,Image Labelling,0.911,339,1.38
21392,US,1114,2025-01-11,2025-02-27,Receipt Transcription,0.955,74,0.34
21393,NG,1167,2024-12-18,2025-04-22,Image Labelling,0.974,386,1.55
21394,NG,1129,2024-10-11,2025-02-23,Image Labelling,0.912,410,1.66
21395,NG,1159,2024-10-18,2025-04-14,Image Labelling,0.973,407,1.36
21396,US,1000,2024-11-21,2025-04-10,Business Search,0.947,783,3.43
21397,IN,1017,2024-12-26,2025-04-21,Image Labelling,0.999,262,0.86
21398,US,1191,2024-11-06,2025-03-12,Image Labelling,0.93,290,1.52
21399,NG,1159,2025-02-06,2025-04-19,Business Search,1.0,135,0.53
21400,IN,1008,2024-10-12,2025-04-03,Business Search,1.0,66,0.31
21401,IT,1054,2024-12-25,2025-04-15,Image Labelling,0.965,120,0.47
21402,IN,1066,2025-03-31,2025-04-03,Receipt Transcription,0.934,171,0.54
21403,US,1023,2025-01-06,2025-03-09,Image Labelling,0.948,155,0.78
21404,IT,1120,2025-03-25,2025-04-19,Image Labelling,0.942,256,1.06
21405,UK,1010,2025-02-26,2025-04-09,Image Labelling,0.917,427,1.21
21406,ZA,1155,2024-12-14,2025-03-25,Image Labelling,0.918,141,0.44
21407,BR,1015,2024-12-22,2025-03-11,Business Search,0.97,64675,222.18
21408,IN,1092,2024-11-15,2025-02-04,Image Labelling,0.91,33,0.13
21409,BR,1104,2025-01-23,2025-04-10,Image Labelling,0.916,427,2.04
21410,UK,1011,2025-01-29,2025-03-05,Image Labelling,0.962,31,0.17
21411,BR,1120,2025-02-09,2025-02-28,Image Labelling,0.898,256,0.75
21412,UK,1195,2024-11-30,2025-02-16,Business Search,0.939,1454,6.35
21413,IN,1089,2025-01-27,2025-03-16,Image Labelling,0.956,119,0.43
21414,IN,1131,2025-02-15,2025-04-11,Receipt Transcription,1.0,682,3.69
21415,US,1074,2025-02-03,2025-02-22,Image Labelling,0.981,1966,8.65
21416,DE,1065,2024-12-01,2025-04-19,Image Labelling,0.942,993,4.07
21417,US,1030,2025-02-20,2025-03-03,Receipt Transcription,0.9,208,0.96
21418,ZA,1183,2024-12-19,2025-04-24,Receipt Transcription,0.975,771,2.71
21419,US,1177,2024-12-05,2025-03-28,Image Labelling,0.906,518,1.85
21420,IT,1194,2025-02-21,2025-03-01,Image Labelling,0.928,205,1.06
21421,IN,1088,2024-11-27,2025-04-25,Business Search,0.976,385,1.83
21422,UK,1097,2024-12-08,2025-03-21,Receipt Transcription,0.92,100,0.48
21423,DE,1128,2024-11-28,2025-04-06,Business Search,0.928,161,0.67
21424,IN,1196,2024-11-23,2025-03-08,Receipt Transcription,0.994,280,0.9
21425,US,1038,2024-12-25,2025-02-06,Image Labelling,1.0,183,0.76
21426,IN,1179,2025-02-28,2025-04-23,Business Search,0.902,125,0.43
21427,UK,1094,2024-08-29,2025-02-24,Image Labelling,0.884,286,1.19
21428,UK,1163,2024-11-25,2025-04-19,Image Labelling,1.0,802,2.87
21429,IT,1194,2024-11-19,2025-04-18,Receipt Transcription,0.888,134,0.51
21430,DE,1139,2024-12-20,2025-02-04,Business Search,0.933,1673,6.35
21431,BR,1060,2024-09-19,2025-02-06,Business Search,0.994,880,3.38
21432,BR,1071,2025-01-21,2025-03-23,Image Labelling,0.925,538,2.45
21433,DE,1138,2024-12-02,2025-01-30,Image Labelling,0.941,370,1.7
21434,DE,1108,2025-01-08,2025-03-05,Image Labelling,0.672,82,0.44
21435,UK,1013,2025-02-24,2025-03-15,Business Search,0.967,283,1.2
21436,UK,1181,2025-01-26,2025-02-13,Receipt Transcription,0.972,88,0.39
21437,IT,1135,2024-12-03,2025-04-06,Image Labelling,0.977,565,2.44
21438,NG,1160,2024-12-05,2025-03-06,Image Labelling,0.919,612,2.07
21439,UK,1131,2024-10-12,2025-03-06,Image Labelling,0.76,116,0.35
21440,US,1112,2024-09-29,2025-02-17,Image Labelling,0.923,54,0.16
21441,DE,1029,2025-02-14,2025-04-16,Image Labelling,0.901,441,1.65
21442,US,1083,2025-01-04,2025-01-28,Receipt Transcription,0.94,68664,360.08
21443,IN,1093,2024-12-08,2025-01-27,Image Labelling,0.927,460,1.77
21444,IT,1090,2025-01-18,2025-04-26,Receipt Transcription,0.921,161,0.54
21445,DE,1088,2024-09-06,2025-01-28,Receipt Transcription,1.0,158,0.54
21446,UK,1053,2024-11-21,2025-02-09,Image Labelling,0.978,689,3.18
21447,BR,1133,2024-12-31,2025-04-16,Receipt Transcription,0.929,176,0.55
21448,US,1004,2024-12-14,2025-03-23,Receipt Transcription,0.965,66,0.22
21449,BR,1050,2025-02-14,2025-03-24,Receipt Transcription,0.947,37,0.19
21450,DE,1141,2024-12-21,2025-03-10,Receipt Transcription,0.949,79,0.25
21451,BR,1033,2024-10-13,2025-02-09,Receipt Transcription,0.944,269,0.86
21452,IN,1168,2025-02-20,2025-03-01,Image Labelling,0.94,185,0.81
21453,US,1088,2024-12-14,2025-04-01,Image Labelling,0.89,548,1.89
21454,NG,1166,2024-10-01,2025-03-11,Business Search,0.916,135,0.44
21455,IN,1145,2024-10-20,2025-04-02,Image Labelling,0.916,51,0.19
21456,US,1019,2024-08-27,2025-01-27,Business Search,0.965,30,0.16
21457,US,1106,2025-02-16,2025-03-27,Receipt Transcription,0.935,276,0.98
21458,IN,1135,2024-10-18,2025-03-21,Business Search,0.908,183,0.75
21459,IN,1025,2025-04-04,2025-04-24,Image Labelling,0.965,124,0.68
21460,IN,1084,2025-02-19,2025-04-18,Business Search,0.955,633,3.18
21461,IN,1154,2025-01-10,2025-03-22,Image Labelling,0.936,187,1.0
21462,IN,1159,2025-02-10,2025-03-19,Image Labelling,0.977,139,0.74
21463,IN,1041,2024-08-31,2025-02-04,Business Search,0.975,561,2.79
21464,IT,1177,2024-12-10,2025-04-21,Business Search,0.919,482,1.37
21465,UK,1080,2024-11-23,2025-03-31,Business Search,0.941,79,0.42
21466,BR,1176,2024-09-28,2025-03-13,Business Search,1.0,327,1.22
21467,US,1192,2024-11-29,2025-04-14,Receipt Transcription,1.0,654,3.56
21468,DE,1190,2025-01-15,2025-04-02,Image Labelling,0.963,119,0.42
21469,IN,1026,2025-02-23,2025-03-18,Receipt Transcription,0.952,200,0.94
21470,DE,1099,2024-10-18,2025-03-16,Business Search,0.956,644,2.13
21471,US,1034,2024-12-13,2025-04-20,Receipt Transcription,0.973,366,1.42
21472,US,1037,2024-12-20,2025-04-08,Business Search,0.921,291,1.08
21473,IN,1037,2024-10-21,2025-03-04,Business Search,0.942,31,0.1
21474,ZA,1041,2024-11-09,2025-03-24,Business Search,0.944,45155,210.39
21475,IT,1169,2024-10-03,2025-02-13,Image Labelling,0.994,766,3.44
21476,IT,1176,2025-01-29,2025-04-20,Receipt Transcription,0.969,123,0.46
21477,UK,1056,2024-12-24,2025-03-30,Image Labelling,0.937,153,0.62
21478,UK,1099,2024-11-30,2025-04-23,Receipt Transcription,0.967,433,2.22
21479,US,1053,2024-09-08,2025-02-22,Receipt Transcription,0.978,661,3.22
21480,UK,1137,2024-11-24,2025-02-24,Receipt Transcription,0.931,162,0.79
21481,DE,1187,2024-12-08,2025-04-11,Receipt Transcription,0.992,1338,6.56
21482,US,1039,2024-11-20,2025-02-19,Business Search,0.969,56,0.22
21483,US,1128,2024-12-15,2025-02-28,Receipt Transcription,0.99,172,0.59
21484,IN,1119,2024-11-27,2025-04-16,Receipt Transcription,0.965,236,1.29
21485,BR,1085,2025-02-16,2025-03-14,Image Labelling,0.925,350,1.4
21486,BR,1063,2024-12-05,2025-02-23,Receipt Transcription,0.934,331,1.5
21487,IN,1080,2024-11-19,2025-03-04,Business Search,0.951,947,4.87
21488,US,1011,2024-11-25,2025-04-01,Image Labelling,0.914,498,1.78
21489,IN,1184,2024-09-04,2025-02-10,Image Labelling,0.915,455,2.18
21490,US,1088,2025-03-25,2025-04-23,Image Labelling,1.0,198,1.01
21491,IN,1025,2024-12-28,2025-03-12,Image Labelling,0.953,61,0.27
21492,IN,1039,2025-02-24,2025-04-05,Business Search,0.987,116,0.59
21493,IN,1109,2024-12-23,2025-03-31,Business Search,1.0,143,0.6
21494,ZA,1112,2025-02-21,2025-03-29,Business Search,0.916,61,0.22
21495,IN,1042,2025-01-21,2025-03-05,Image Labelling,0.966,241,0.98
21496,IN,1071,2025-01-09,2025-01-30,Image Labelling,0.966,509,2.18
21497,UK,1140,2024-12-23,2025-04-03,Receipt Transcription,0.913,84,0.32
21498,BR,1089,2024-11-29,2025-04-22,Business Search,0.993,344,1.08
21499,US,1183,2025-02-19,2025-03-13,Image Labelling,0.944,219,0.92
21500,BR,1016,2024-12-01,2025-04-22,Image Labelling,1.0,1231,5.52
21501,UK,1087,2024-09-24,2025-03-16,Business Search,0.916,1198,3.94
21502,US,1023,2024-11-17,2025-02-11,Image Labelling,0.973,509,2.75
21503,NG,1075,2024-11-13,2025-02-17,Business Search,0.847,33,0.11
21504,US,1057,2024-11-28,2025-04-14,Receipt Transcription,0.93,156,0.47
21505,NG,1188,2024-11-08,2025-03-23,Image Labelling,0.957,250,0.84
21506,UK,1155,2025-02-14,2025-03-05,Business Search,0.937,227,0.92
21507,BR,1194,2024-11-10,2025-04-08,Receipt Transcription,1.0,119,0.38
21508,IN,1096,2025-03-06,2025-03-25,Image Labelling,0.98,108,0.47
21509,IN,1050,2025-01-04,2025-04-15,Receipt Transcription,0.941,275,1.34
21510,DE,1087,2025-01-24,2025-04-24,Receipt Transcription,0.989,749,2.84
21511,US,1091,2024-10-29,2025-03-26,Image Labelling,0.873,131,0.62
21512,NG,1110,2025-03-31,2025-04-24,Image Labelling,0.955,226,0.63
21513,US,1166,2024-11-14,2025-03-10,Image Labelling,0.929,1250,6.49
21514,DE,1193,2024-11-02,2025-04-12,Image Labelling,0.982,316,1.16
21515,IN,1100,2025-01-09,2025-04-18,Receipt Transcription,0.932,53,0.15
21516,DE,1167,2024-08-29,2025-01-31,Image Labelling,0.918,74,0.37
21517,US,1012,2024-11-06,2025-04-14,Image Labelling,0.944,232,1.29
21518,US,1146,2025-01-18,2025-03-04,Receipt Transcription,1.0,150,0.6
21519,US,1005,2024-09-26,2025-03-03,Image Labelling,0.971,179,0.96
21520,BR,1145,2024-12-06,2025-04-07,Image Labelling,0.986,140,0.67
21521,US,1008,2024-09-17,2025-02-18,Image Labelling,0.925,278,1.13
21522,ZA,1080,2024-12-13,2025-01-29,Receipt Transcription,0.91,180,0.75
21523,US,1067,2024-12-14,2025-02-20,Image Labelling,0.886,458,1.9
21524,US,1053,2024-12-08,2025-03-26,Image Labelling,0.931,241,1.08
21525,IT,1125,2024-12-08,2025-04-22,Image Labelling,0.983,208,0.62
21526,US,1049,2024-09-08,2025-03-03,Business Search,0.952,447,2.18
21527,IN,1069,2025-03-27,2025-04-08,Receipt Transcription,0.961,257,0.9
21528,BR,1138,2024-11-09,2025-02-14,Receipt Transcription,0.952,247,0.9
21529,US,1182,2025-01-05,2025-04-13,Image Labelling,0.951,673,3.17
21530,IN,1117,2024-10-24,2025-04-05,Image Labelling,0.954,215,0.8
21531,DE,1169,2025-01-25,2025-03-08,Receipt Transcription,0.956,301,1.31
21532,US,1089,2025-03-20,2025-04-17,Business Search,0.977,144,0.7
21533,US,1138,2024-11-05,2025-01-30,Receipt Transcription,0.96,708,2.47
21534,BR,1071,2024-11-28,2025-04-07,Image Labelling,0.995,812,3.25
21535,US,1066,2024-08-09,2025-01-30,Business Search,0.979,297,0.83
21536,BR,1129,2025-01-02,2025-04-14,Business Search,0.976,135,0.67
21537,IT,1193,2024-10-04,2025-02-11,Receipt Transcription,0.928,471,2.2
21538,US,1025,2024-12-11,2025-01-30,Receipt Transcription,0.709,45998,200.06
21539,DE,1075,2024-10-25,2025-02-23,Image Labelling,0.894,621,2.02
21540,NG,1036,2024-12-31,2025-02-12,Image Labelling,0.973,523,2.24
21541,IN,1035,2024-12-27,2025-03-26,Receipt Transcription,0.957,1018,4.07
21542,DE,1015,2025-03-02,2025-03-10,Image Labelling,0.959,188,0.63
21543,BR,1077,2024-12-11,2025-02-07,Image Labelling,0.893,257,1.23
21544,US,1065,2024-11-30,2025-04-19,Image Labelling,0.935,821,4.03
21545,BR,1020,2025-02-17,2025-03-01,Image Labelling,0.966,240,0.98
21546,NG,1134,2024-12-26,2025-02-21,Business Search,0.969,775,2.67
21547,IN,1138,2025-02-28,2025-03-30,Business Search,0.923,47,0.18
21548,NG,1183,2024-11-11,2025-03-03,Image Labelling,0.74,170,0.55
21549,IT,1171,2024-09-29,2025-02-09,Receipt Transcription,0.938,146,0.74
21550,IN,1053,2025-03-01,2025-03-20,Image Labelling,0.924,1069,3.69
21551,IT,1092,2024-10-27,2025-01-29,Image Labelling,0.916,248,0.77
21552,DE,1184,2024-11-22,2025-03-24,Receipt Transcription,0.964,680,2.35
21553,IT,1057,2024-10-19,2025-04-15,Image Labelling,0.924,97,0.48
21554,UK,1036,2025-01-11,2025-02-19,Business Search,0.966,411,1.51
21555,DE,1119,2025-03-31,2025-04-13,Business Search,0.976,250,1.27
21556,UK,1175,2025-01-03,2025-02-18,Business Search,0.984,124,0.37
21557,US,1189,2024-11-06,2025-02-14,Image Labelling,0.965,110,0.34
21558,UK,1038,2024-12-09,2025-04-01,Business Search,0.922,90,0.47
21559,BR,1191,2024-11-25,2025-02-01,Image Labelling,0.936,699,3.75
21560,DE,1103,2024-11-13,2025-01-30,Receipt Transcription,0.943,304,1.32
21561,IN,1067,2024-12-01,2025-03-09,Image Labelling,0.936,377,1.83
21562,US,1067,2025-01-03,2025-01-30,Business Search,0.943,270,1.29
21563,DE,1154,2024-09-20,2025-03-12,Image Labelling,0.995,506,1.95
21564,US,1197,2024-11-25,2025-03-26,Business Search,0.975,689,2.89
21565,US,1103,2024-11-15,2025-02-16,Business Search,0.961,170,0.82
21566,IN,1059,2024-12-07,2025-04-17,Receipt Transcription,0.96,701,2.52
21567,IN,1171,2025-01-28,2025-02-14,Image Labelling,0.949,111,0.39
21568,UK,1157,2024-09-29,2025-02-17,Receipt Transcription,0.969,277,1.34
21569,DE,1185,2025-03-16,2025-04-19,Receipt Transcription,0.978,1551,5.28
21570,BR,1125,2025-03-15,2025-03-29,Business Search,0.92,115,0.62
21571,US,1122,2024-10-07,2025-03-15,Image Labelling,0.952,33,0.14
21572,US,1035,2024-10-22,2025-02-25,Image Labelling,0.901,157,0.6
21573,IN,1132,2025-03-31,2025-04-06,Image Labelling,1.0,194,0.97
21574,US,1123,2024-10-04,2025-03-20,Receipt Transcription,0.969,412,1.67
21575,ZA,1146,2024-08-31,2025-02-26,Receipt Transcription,0.943,565,3.02
21576,IN,1139,2024-12-21,2025-04-11,Receipt Transcription,0.962,298,1.34
21577,DE,1089,2025-03-13,2025-04-08,Image Labelling,0.953,262,1.38
21578,DE,1187,2025-01-19,2025-04-21,Receipt Transcription,0.957,110,0.56
21579,IT,1082,2024-12-26,2025-04-26,Receipt Transcription,0.899,475,2.52
21580,US,1138,2024-12-26,2025-01-28,Business Search,0.99,158,0.55
21581,BR,1052,2024-12-17,2025-02-24,Image Labelling,0.996,121,0.44
21582,IN,1019,2025-01-25,2025-02-13,Receipt Transcription,0.907,435,2.23
21583,US,1072,2024-11-03,2025-02-15,Image Labelling,0.93,830,2.83
21584,IT,1083,2025-02-12,2025-04-14,Business Search,0.978,471,1.56
21585,US,1026,2025-02-20,2025-04-24,Receipt Transcription,0.913,333,1.5
21586,US,1057,2025-01-29,2025-04-21,Receipt Transcription,1.0,546,2.31
21587,IN,1122,2025-02-13,2025-03-30,Image Labelling,1.0,83,0.26
21588,IN,1132,2024-11-26,2025-03-17,Image Labelling,0.999,31,0.11
21589,IT,1073,2024-11-25,2025-03-25,Business Search,0.988,313,1.25
21590,US,1136,2025-02-28,2025-04-14,Image Labelling,0.959,76,0.32
21591,IN,1076,2024-09-11,2025-01-27,Receipt Transcription,0.902,265,0.83
21592,US,1124,2025-02-25,2025-03-06,Image Labelling,1.0,117,0.34
21593,IN,1124,2024-11-09,2025-03-13,Receipt Transcription,0.937,428,1.22
21594,IT,1031,2025-02-01,2025-04-20,Image Labelling,0.925,251,1.07
21595,IN,1199,2024-10-23,2025-02-11,Receipt Transcription,0.93,325,1.48
21596,BR,1181,2025-01-22,2025-04-03,Image Labelling,0.881,398,1.95
21597,BR,1172,2025-02-12,2025-04-20,Business Search,0.993,683,3.32
21598,ZA,1026,2025-03-11,2025-04-05,Image Labelling,0.956,1363,5.11
21599,ZA,1155,2024-09-21,2025-01-27,Receipt Transcription,0.938,205,1.09
21600,IN,1017,2025-02-01,2025-03-27,Receipt Transcription,0.959,540,2.43
21601,ZA,1086,2024-11-29,2025-02-14,Image Labelling,0.973,212,1.09
21602,BR,1104,2024-11-06,2025-03-22,Image Labelling,0.96,245,1.24
21603,IN,1158,2025-02-06,2025-03-19,Receipt Transcription,0.953,58,0.3
21604,US,1040,2025-02-01,2025-04-23,Image Labelling,0.944,400,1.77
21605,US,1033,2024-12-18,2025-02-13,Receipt Transcription,0.909,692,2.73
21606,NG,1006,2024-09-25,2025-01-31,Receipt Transcription,0.869,48909,252.69
21607,DE,1004,2024-10-01,2025-03-23,Receipt Transcription,0.892,624,2.36
21608,NG,1020,2024-09-08,2025-02-26,Business Search,0.943,376,2.04
21609,UK,1133,2025-01-05,2025-04-04,Receipt Transcription,0.897,189,0.55
21610,DE,1172,2025-03-27,2025-04-26,Business Search,0.988,202,0.97
21611,IN,1119,2024-09-12,2025-03-04,Image Labelling,1.0,143,0.4
21612,BR,1162,2024-09-02,2025-02-09,Receipt Transcription,0.942,1357,4.4
21613,US,1105,2025-02-17,2025-03-17,Image Labelling,0.921,258,1.2
21614,BR,1086,2025-01-09,2025-02-27,Business Search,0.968,1001,4.22
21615,IN,1130,2025-03-20,2025-04-08,Receipt Transcription,0.964,94,0.3
